full_name,pdes,name,neo,pha,class,e,a,q,i,om,w,ma,epoch,per,per_y,n,ad,H,G,diameter,extent,albedo,rot_per,GM,density,BV,UB,IR,spec_T,spec_B,condition_code,data_arc,n_obs_used,moid,moid_ld,t_jup
       (2018 GT1),2018 GT1,,Y,N,AMO,0.5117,2.121,1.036,7.20,170.03,85.78,214.60,2461200.5,1.13e+03,3.09,0.319,3.21,22.30,,,,,,,,,,,,,5,149,144,0.127,49.4,3.54
       (2018 GU1),2018 GU1,,Y,N,APO,0.4162,1.548,0.904,23.11,198.49,311.41,105.91,2461200.5,704,1.93,0.5115,2.19,24.30,,,,,,,,,,,,,7,7,64,0.0024,0.933,4.27
       (2018 GV1),2018 GV1,,Y,N,AMO,0.5884,2.502,1.030,3.84,20.42,198.77,22.12,2461200.5,1.45e+03,3.96,0.249,3.97,27.30,,,,,,,,,,,,,7,2,44,0.0304,11.8,3.2
       (2018 GW1),2018 GW1,,Y,N,APO,0.4754,1.677,0.880,16.25,200.73,306.03,291.43,2461200.5,793,2.17,0.4539,2.47,26.40,,,,,,,,,,,,,7,4,47,0.0088,3.42,4.06
       (2018 GX1),2018 GX1,,Y,N,ATE,0.1195,0.9584,0.844,20.42,195.26,147.04,117.41,2461200.5,343,0.938,1.051,1.07,24.20,,,,,,,,,,,,,7,6,42,0.0482,18.8,6.23
       (2018 GY1),2018 GY1,,Y,N,APO,0.6326,2.15,0.790,13.00,40.23,239.78,194.68,2461200.5,1.15e+03,3.15,0.3126,3.51,22.09,,,,,,,,,,,,,0,1269,205,0.0132,5.15,3.39
       (2018 GZ1),2018 GZ1,,Y,N,APO,0.4916,1.989,1.011,5.64,173.57,349.72,338.82,2461200.5,1.02e+03,2.8,0.3514,2.97,24.71,,,,,,,,,,,,,7,30,49,0.0212,8.27,3.69
       (2018 GA2),2018 GA2,,Y,N,APO,0.3102,1.219,0.841,11.35,169.54,295.20,88.86,2461200.5,491,1.35,0.7327,1.60,23.44,,,,,,,,,,,,,0,3127,48,0.0129,5.02,5.17
       (2018 GB2),2018 GB2,,Y,N,APO,0.3538,1.431,0.925,20.68,37.34,233.41,327.47,2458222.5,625,1.71,0.5755,1.94,22.90,,,,,,,,,,,,,8,11,63,0.0225,8.75,4.55
       (2018 GC2),2018 GC2,,Y,N,AMO,0.2874,1.441,1.027,5.67,24.65,182.39,254.81,2461200.5,632,1.73,0.5699,1.86,26.80,,,,,,,,,,,,,7,8,53,0.0235,9.16,4.61
       (2018 GD2),2018 GD2,,Y,N,APO,0.1736,1.031,0.852,9.67,22.18,270.76,214.58,2461200.5,382,1.05,0.9419,1.21,29.50,,,,,,,,,,,,,6,2,15,0.000119,0.0464,5.91
       (2018 GE2),2018 GE2,,Y,N,APO,0.2264,1.087,0.841,0.47,42.34,74.71,133.65,2461200.5,414,1.13,0.8697,1.33,27.04,,,,,,,,,,,,,5,36,110,0.000751,0.292,5.68
       (2018 GF2),2018 GF2,,Y,N,APO,0.5071,2.009,0.990,6.30,177.46,64.05,347.66,2458220.5,1.04e+03,2.85,0.3461,3.03,25.30,,,,,,,,,,,,,8,11,24,0.0703,27.4,3.65
       (2018 GG2),2018 GG2,,Y,Y,APO,0.7104,2.237,0.648,43.31,195.04,278.51,177.57,2461200.5,1.22e+03,3.35,0.2946,3.83,19.26,,,,,,,,,,,,,0,2510,153,0.00185,0.719,3
       (2018 GH2),2018 GH2,,Y,N,AMO,0.3784,1.64,1.019,8.33,20.45,167.66,324.03,2461200.5,767,2.1,0.4695,2.26,26.00,,,,,,,,,,,,,7,14,38,0.0232,9.03,4.2
       (2018 GJ2),2018 GJ2,,Y,N,APO,0.4118,1.105,0.650,16.97,14.77,52.46,86.58,2461200.5,424,1.16,0.8488,1.56,20.80,,,,,,,,,,,,,0,2937,275,0.115,44.7,5.51
       (2018 GK2),2018 GK2,,Y,N,AMO,0.2690,1.485,1.085,21.19,17.82,182.79,358.65,2458221.5,661,1.81,0.5448,1.88,24.05,,,,,,,,,,,,,8,14,38,0.0844,32.8,4.46
       (2018 GL2),2018 GL2,,Y,N,APO,0.0910,1.046,0.951,22.83,196.51,115.10,123.67,2461200.5,391,1.07,0.9217,1.14,24.30,,,,,,,,,,,,,2,151,73,0.000727,0.283,5.8
       (2018 GM2),2018 GM2,,Y,N,APO,0.3972,1.554,0.937,12.03,25.32,116.99,26.99,2458222.5,708,1.94,0.5086,2.17,25.10,,,,,,,,,,,,,8,14,45,0.0646,25.1,4.33
       (2018 GN2),2018 GN2,,Y,N,APO,0.5984,2.493,1.001,1.01,156.30,19.33,32.62,2461200.5,1.44e+03,3.94,0.2504,3.98,27.20,,,,,,,,,,,,,7,9,28,0.00867,3.38,3.2
       (2018 GO2),2018 GO2,,Y,N,AMO,0.3923,1.755,1.067,6.74,32.57,185.65,174.18,2461200.5,849,2.33,0.4238,2.44,25.00,,,,,,,,,,,,,7,28,42,0.0612,23.8,4.03
       (2018 GP2),2018 GP2,,Y,N,AMO,0.0702,1.12,1.041,21.10,197.77,37.74,330.60,2458221.5,433,1.18,0.8319,1.20,25.40,,,,,,,,,,,,,8,10,34,0.0538,20.9,5.51
       (2018 GQ2),2018 GQ2,,Y,N,AMO,0.3419,1.637,1.077,12.82,41.94,231.12,281.59,2461200.5,765,2.1,0.4704,2.20,21.80,,,,,,,,,,,,,1,724,87,0.134,52,4.21
       (2018 GR2),2018 GR2,,Y,N,APO,0.4770,1.799,0.941,8.11,39.54,226.10,112.38,2461200.5,882,2.41,0.4084,2.66,22.51,,,,,,,,,,,,,5,148,132,0.0178,6.94,3.92
       (2018 GS2),2018 GS2,,Y,N,APO,0.5670,1.933,0.837,5.45,175.23,96.40,340.96,2458220.5,982,2.69,0.3668,3.03,24.90,,,,,,,,,,,,,9,6,21,0.0398,15.5,3.69
       (2018 GD3),2018 GD3,,Y,N,AMO,0.4739,1.942,1.021,2.31,143.79,93.45,354.76,2461200.5,988,2.71,0.3643,2.86,24.30,,,,,,,,,,,,,6,58,39,0.0417,16.2,3.75
       (2018 GE3),2018 GE3,,Y,N,APO,0.8273,1.829,0.316,9.04,25.25,300.67,89.77,2461200.5,903,2.47,0.3986,3.34,23.80,,,,,0.304097,,,,,,,,7,4,130,0.00051,0.198,3.5
       (2018 GS3),2018 GS3,,Y,N,APO,0.6775,2.071,0.668,8.16,201.58,89.22,342.39,2458222.5,1.09e+03,2.98,0.3306,3.47,25.90,,,,,,,,,,,,,8,8,40,0.0218,8.49,3.43
       (2018 GT3),2018 GT3,,Y,N,AMO,0.1133,1.329,1.179,38.69,205.54,300.28,164.90,2461200.5,560,1.53,0.643,1.48,22.16,,,,,,,,,,,,,7,27,51,0.236,91.8,4.7
       (2018 GU3),2018 GU3,,Y,N,ATE,0.4467,0.9137,0.506,33.23,26.92,315.11,270.41,2458221.5,319,0.873,1.129,1.32,23.80,,,,,,,,,,,,,9,2,11,0.049,19.1,6.32
       (2018 GV3),2018 GV3,,Y,N,APO,0.5035,1.774,0.881,0.62,207.51,276.01,25.91,2458222.5,863,2.36,0.417,2.67,23.51,,,,,,,,,,,,,9,8,31,0.00623,2.42,3.94
       (2018 GW3),2018 GW3,,Y,N,APO,0.1426,1.155,0.990,12.93,200.65,69.17,149.57,2461200.5,453,1.24,0.7939,1.32,24.63,,,,,,,,,,,,,0,2035,56,0.0635,24.7,5.41
       (2018 GX3),2018 GX3,,Y,N,AMO,0.3587,1.675,1.074,4.61,199.78,333.06,286.46,2461200.5,792,2.17,0.4545,2.28,25.10,,,,,,,,,,,,,6,50,23,0.0855,33.3,4.16
       (2018 GY3),2018 GY3,,Y,N,APO,0.3801,1.086,0.673,1.55,196.54,262.54,131.23,2461200.5,413,1.13,0.8707,1.50,27.60,,,,,,,,,,,,,2,3654,39,0.00159,0.619,5.63
       (2018 GZ3),2018 GZ3,,Y,N,APO,0.3764,1.529,0.954,20.98,211.10,284.47,142.54,2461200.5,691,1.89,0.5211,2.11,21.30,,,,,,,,,,,,,2,777,114,0.145,56.3,4.34
       (2018 GA4),2018 GA4,,Y,N,AMO,0.3701,1.7,1.071,20.78,207.66,46.36,222.75,2461200.5,810,2.22,0.4446,2.33,23.20,,,,,,,,,,,,,4,155,56,0.14,54.6,4.05
       (2018 GB4),2018 GB4,,Y,N,AMO,0.4906,2.389,1.217,39.64,189.85,327.98,95.68,2461200.5,1.35e+03,3.69,0.267,3.56,20.50,,,,,,,,,,,,,6,67,46,0.272,106,3.09
       (2018 GD4),2018 GD4,,Y,N,APO,0.5061,1.646,0.813,5.49,186.26,300.23,25.82,2458220.5,772,2.11,0.4666,2.48,26.00,,,,,,,,,,,,,8,4,22,0.00595,2.31,4.13
       (2018 GE4),2018 GE4,,Y,N,AMO,0.0488,1.346,1.281,8.43,129.80,302.73,203.82,2461200.5,571,1.56,0.6308,1.41,22.16,,,,,,,,,,,,,0,4106,81,0.314,122,4.87
       (2018 GF4),2018 GF4,,Y,N,APO,0.2482,1.347,1.012,0.97,209.16,325.30,94.96,2461200.5,571,1.56,0.6308,1.68,25.20,,,,,,,,,,,,,7,36,111,0.0194,7.54,4.85
       (2018 GG4),2018 GG4,,Y,N,APO,0.6551,2.53,0.873,5.24,30.68,233.67,350.38,2458228.5,1.47e+03,4.03,0.2449,4.19,26.20,,,,,,,,,,,,,8,11,34,0.00831,3.23,3.11
       (2018 GH4),2018 GH4,,Y,N,APO,0.2902,1.381,0.980,17.56,207.75,274.76,52.54,2458223.5,593,1.62,0.6071,1.78,23.50,,,,,,,,,,,,,8,10,22,0.17,66,4.71
       (2018 GJ4),2018 GJ4,,Y,N,AMO,0.3868,2.032,1.246,13.33,25.81,174.09,296.37,2461200.5,1.06e+03,2.9,0.3403,2.82,21.70,,,,,,,,,,,,,6,57,43,0.244,95,3.68
       (2018 GK4),2018 GK4,,Y,N,APO,0.5327,2.016,0.942,5.28,24.52,220.37,348.39,2458221.5,1.05e+03,2.86,0.3442,3.09,26.10,,,,,,,,,,,,,8,3,53,0.00842,3.28,3.63
       (2018 GL4),2018 GL4,,Y,N,APO,0.6881,1.849,0.577,5.33,91.31,213.92,338.61,2458224.5,918,2.51,0.3922,3.12,22.00,,,,,,,,,,,,,8,10,93,0.075,29.2,3.68
       (2018 GM4),2018 GM4,,Y,N,AMO,0.2943,1.518,1.071,13.48,140.46,0.21,174.48,2461200.5,683,1.87,0.5269,1.96,21.30,,,,,,,,,,,,,0,2507,71,0.0847,32.9,4.43
       (2018 GN4),2018 GN4,,Y,N,APO,0.4505,1.399,0.769,11.76,20.79,80.90,17.77,2461200.5,605,1.66,0.5954,2.03,22.59,,,,,,,,,,,,,0,1835,65,0.0197,7.68,4.62
       (2018 GO4),2018 GO4,,Y,N,APO,0.4276,1.616,0.925,1.93,184.08,73.86,326.65,2461200.5,750,2.05,0.4799,2.31,24.50,,,,,,,,,,,,,0,860,97,0.0171,6.67,4.23
       (2018 GP4),2018 GP4,,Y,N,APO,0.3412,1.415,0.932,10.13,199.25,55.71,278.32,2461200.5,615,1.68,0.5855,1.90,26.50,,,,,,,,,,,,,7,3,26,0.0276,10.7,4.64
       (2018 GQ4),2018 GQ4,,Y,N,AMO,0.1808,1.394,1.142,28.90,24.78,144.93,20.36,2458220.5,601,1.65,0.5987,1.65,24.29,,,,,,,,,,,,,8,9,17,0.169,65.9,4.62
       (2018 GR4),2018 GR4,,Y,N,ATE,0.1110,0.936,0.832,1.00,167.59,232.84,160.04,2461200.5,331,0.906,1.088,1.04,27.11,,,,,,,,,,,,,5,64,73,0.000304,0.118,6.4
       (2018 GS4),2018 GS4,,Y,N,APO,0.2076,1.232,0.976,6.57,29.84,118.88,24.28,2461200.5,499,1.37,0.7209,1.49,24.90,,,,,,,,,,,,,6,31,91,0.0427,16.6,5.17
       (2018 GT4),2018 GT4,,Y,N,AMO,0.2689,1.51,1.104,19.58,34.72,163.17,5.57,2458224.5,678,1.86,0.5309,1.92,24.30,,,,,,,,,,,,,8,11,21,0.107,41.8,4.42
       (2018 GW4),2018 GW4,,Y,N,APO,0.6101,2.332,0.909,13.49,93.57,191.14,85.62,2461200.5,1.3e+03,3.56,0.2767,3.76,22.07,,,,,,,,,,,,,6,35,55,0.0908,35.4,3.26
       (2018 GZ4),2018 GZ4,,Y,N,AMO,0.4725,2.347,1.238,11.28,195.72,60.42,70.58,2461200.5,1.31e+03,3.6,0.2741,3.46,20.40,,,,,,,,,,,,,0,4961,84,0.286,111,3.38
       (2018 GA5),2018 GA5,,Y,N,AMO,0.6464,2.988,1.057,27.59,144.60,156.20,189.75,2461200.5,1.89e+03,5.17,0.1908,4.92,18.50,,,,,4.92,,,,,,,,0,1896,381,0.0754,29.3,2.77
       (2018 GB5),2018 GB5,,Y,N,APO,0.2659,1.31,0.962,36.47,26.13,117.82,37.50,2458224.5,548,1.5,0.6574,1.66,25.00,,,,,,,,,,,,,8,5,45,0.0751,29.2,4.75
       (2018 GC5),2018 GC5,,Y,N,AMO,0.1431,1.235,1.058,6.22,195.74,4.57,341.36,2461200.5,501,1.37,0.7182,1.41,26.10,,,,,,,,,,,,,7,33,32,0.0573,22.3,5.17
       (2018 GD5),2018 GD5,,Y,N,APO,0.2306,1.299,0.999,9.16,25.44,159.09,193.36,2461200.5,541,1.48,0.6656,1.60,27.80,,,,,,,,,,,,,7,2,27,0.00845,3.29,4.96
       (2018 GE5),2018 GE5,,Y,N,APO,0.3926,1.487,0.903,15.74,40.11,102.43,208.22,2461200.5,662,1.81,0.5437,2.07,23.50,,,,,,,,,,,,,7,28,35,0.0953,37.1,4.45
       (2018 GG5),2018 GG5,,Y,N,APO,0.9447,1.988,0.110,16.76,3.69,347.74,306.32,2461200.5,1.02e+03,2.8,0.3516,3.87,19.83,,,,,,,,,,,,,1,2180,99,0.105,41,3
       (2018 GH5),2018 GH5,,Y,N,APO,0.5516,1.895,0.850,5.07,21.84,248.76,340.45,2458223.5,952,2.61,0.378,2.94,25.20,,,,,,,,,,,,,8,11,42,0.0195,7.6,3.75
       (2018 GJ5),2018 GJ5,,Y,N,AMO,0.1288,1.171,1.020,14.89,203.06,300.80,205.27,2461200.5,463,1.27,0.778,1.32,24.60,,,,,,,,,,,,,7,24,44,0.0734,28.6,5.35
       (2018 GO5),2018 GO5,,Y,N,APO,0.6987,2.817,0.849,47.90,190.83,97.73,342.72,2458222.5,1.73e+03,4.73,0.2084,4.79,21.40,,,,,,,,,,,,,9,6,19,0.232,90.4,2.55
       (2018 GP5),2018 GP5,,Y,N,AMO,0.5662,2.936,1.274,15.66,31.32,171.58,223.07,2461200.5,1.84e+03,5.03,0.1959,4.60,22.71,,,,,,,,,,,,,6,28,42,0.272,106,2.96
       (2018 GQ5),2018 GQ5,,Y,N,APO,0.5413,2.15,0.986,6.96,177.63,97.19,191.96,2461200.5,1.15e+03,3.15,0.3127,3.31,22.80,,,,,,,,,,,,,5,150,75,0.1,38.9,3.49
       (2018 GR5),2018 GR5,,Y,N,AMO,0.4586,2.142,1.159,6.43,21.65,262.15,181.56,2461200.5,1.14e+03,3.13,0.3145,3.12,20.29,,,,,,,,,,,,,2,1011,69,0.187,72.6,3.56
       (2018 GS5),2018 GS5,,Y,N,APO,0.5150,1.9,0.922,6.66,200.47,308.79,17.71,2458224.5,957,2.62,0.3762,2.88,25.53,,,,,,,,,,,,,8,13,29,0.0214,8.32,3.77
       (2018 GV5),2018 GV5,,Y,N,AMO,0.4784,2.177,1.136,21.88,29.68,83.23,238.40,2461200.5,1.17e+03,3.21,0.3068,3.22,20.05,,,,,,,,,,,,,1,1143,90,0.372,145,3.44
       (2018 GW5),2018 GW5,,Y,N,APO,0.8335,3.247,0.541,10.27,202.11,238.04,155.46,2461200.5,2.14e+03,5.85,0.1685,5.95,20.74,,,,,,,,,,,,,7,27,34,0.0927,36.1,2.46
       (2018 GZ7),2018 GZ7,,Y,,AMO,0.8511,7.461,1.111,42.58,37.11,285.74,106.30,2460600.5,7.44e+03,20.4,0.04836,13.81,17.66,,,,,,,,,,,,,9,1,7,,,1.62
       (2018 GR11),2018 GR11,,Y,N,APO,0.3449,1.271,0.833,7.82,196.63,290.74,38.87,2458219.5,524,1.43,0.6877,1.71,28.50,,,,,,,,,,,,,8,1,15,0.00119,0.463,5.01
       (2018 GS11),2018 GS11,,Y,N,APO,0.2737,1.354,0.984,12.20,200.30,36.50,43.19,2461200.5,576,1.58,0.6252,1.73,27.64,,,,,,,,,,,,,7,1,12,0.0209,8.12,4.8
       (2018 GT11),2018 GT11,,Y,N,APO,0.5306,2.127,0.999,2.93,33.16,147.32,231.88,2461200.5,1.13e+03,3.1,0.3177,3.26,27.51,,,,,,,,,,,,,7,1,15,0.0186,7.26,3.53
       (2018 GU11),2018 GU11,,Y,N,APO,0.4196,1.35,0.784,6.35,203.02,77.06,325.43,2458221.5,573,1.57,0.6281,1.92,28.42,,,,,,,,,,,,,8,1,6,0.00389,1.51,4.77
       (2018 HB),2018 HB,,Y,N,ATE,0.5883,0.8102,0.334,22.06,14.37,354.84,278.44,2461200.5,266,0.729,1.352,1.29,22.22,,,,,,,,,,,,,1,5841,56,0.181,70.3,7.01
       (2018 HC),2018 HC,,Y,N,APO,0.7294,2.928,0.792,9.89,10.15,272.83,214.44,2461200.5,1.83e+03,5.01,0.1967,5.06,22.91,,,,,,,,,,,,,0,3679,76,0.0748,29.1,2.79
       (2018 HD),2018 HD,,Y,N,APO,0.4779,1.941,1.014,4.63,206.00,341.26,6.58,2458226.5,988,2.71,0.3643,2.87,27.30,,,,,,,,,,,,,8,6,21,0.0214,8.34,3.75
       (2018 HE),2018 HE,,Y,N,AMO,0.3651,1.753,1.113,24.53,30.28,157.75,9.08,2458225.5,848,2.32,0.4247,2.39,23.70,,,,,,,,,,,,,9,5,33,0.128,49.8,3.95
       (2018 HH),2018 HH,,Y,N,AMO,0.5251,2.708,1.286,15.57,354.10,243.65,289.79,2461200.5,1.63e+03,4.46,0.2212,4.13,19.51,,,,,,,,,,,,,2,1424,180,0.374,145,3.1
       (2018 HJ),2018 HJ,,Y,N,AMO,0.4766,2.168,1.135,5.93,326.70,315.04,166.17,2461200.5,1.17e+03,3.19,0.3087,3.20,20.37,,,,,,,,,,,,,4,232,44,0.139,54.1,3.53
       (2018 HK),2018 HK,,Y,N,APO,0.3787,1.175,0.730,29.36,208.14,232.65,236.95,2461200.5,465,1.27,0.7735,1.62,21.45,,,,,,,,,,,,,0,2078,64,0.161,62.7,5.19
       (2018 HL),2018 HL,,Y,N,APO,0.2306,1.046,0.805,7.87,60.23,26.52,309.86,2461200.5,391,1.07,0.9214,1.29,23.20,,,,,,,,,,,,,7,21,76,0.117,45.5,5.84
       (2018 HM),2018 HM,,Y,N,APO,0.0797,1.029,0.947,17.58,205.57,278.45,1.13,2461200.5,381,1.04,0.9437,1.11,27.30,,,,,,,,,,,,,7,2,30,0.00771,3,5.9
       (2018 HN),2018 HN,,Y,N,APO,0.2996,1.222,0.856,9.30,205.05,77.58,324.88,2461200.5,494,1.35,0.7293,1.59,24.96,,,,,,,,,,,,,6,7,186,0.0206,8.03,5.17
       (2018 HO),2018 HO,,Y,N,AMO,0.2195,1.304,1.017,5.77,197.11,4.96,170.71,2461200.5,544,1.49,0.6622,1.59,26.77,,,,,,,,,,,,,6,43,63,0.0168,6.55,4.96
       (2018 HP),2018 HP,,Y,N,ATE,0.4052,0.8059,0.479,7.65,208.60,154.58,323.29,2461200.5,264,0.723,1.362,1.13,26.27,,,,,,,,,,,,,7,7,40,0.0215,8.37,7.17
       (2018 HQ),2018 HQ,,Y,Y,APO,0.5786,1.81,0.763,13.75,9.02,294.97,90.08,2461200.5,890,2.44,0.4046,2.86,21.53,,,,,,,,,,,,,6,53,44,0.016,6.22,3.81
       (2018 HR),2018 HR,,Y,N,APO,0.3413,1.475,0.972,16.99,210.37,306.37,26.43,2458228.5,654,1.79,0.5502,1.98,25.50,,,,,,,,,,,,,9,4,25,0.0643,25,4.49
       (2018 HS),2018 HS,,Y,N,APO,0.2998,1.256,0.880,33.24,30.42,113.99,318.02,2461200.5,514,1.41,0.7001,1.63,25.10,,,,,,,,,,,,,7,6,171,0.0133,5.18,4.93
       (2018 HT),2018 HT,,Y,N,APO,0.4794,1.936,1.008,4.32,210.32,16.76,354.66,2458228.5,984,2.69,0.3658,2.86,26.95,,,,,,,,,,,,,8,3,32,0.0109,4.23,3.75
       (2018 HU),2018 HU,,Y,N,ATE,0.3639,0.8146,0.518,10.72,33.28,28.29,142.36,2461200.5,269,0.735,1.34,1.11,25.70,,,,,,,,,,,,,6,14,135,0.0201,7.83,7.11
       (2018 HV),2018 HV,,Y,N,APO,0.4750,1.224,0.643,10.60,32.36,276.82,318.17,2461200.5,495,1.35,0.7276,1.81,28.90,,,,,,,,,,,,,6,1,34,6.09e-05,0.0237,5.09
       (2018 HA1),2018 HA1,,Y,N,APO,0.4187,1.328,0.772,37.70,210.94,108.79,51.10,2461200.5,559,1.53,0.6443,1.88,22.10,,,,,,,,,,,,,0,2395,77,0.0262,10.2,4.64
       (2018 HB1),2018 HB1,,Y,N,APO,0.3689,1.526,0.963,8.08,41.61,219.62,337.97,2458231.5,689,1.89,0.5226,2.09,24.90,,,,,,,,,,,,,8,7,46,0.0114,4.45,4.41
       (2018 HC1),2018 HC1,,Y,N,APO,0.5781,1.8,0.759,9.08,30.33,108.46,152.16,2461200.5,882,2.41,0.4083,2.84,26.70,,,,,,,,,,,,,7,3,49,0.00271,1.05,3.84
       (2018 HD1),2018 HD1,,Y,N,APO,0.5035,1.909,0.948,1.50,50.76,120.02,12.45,2458230.5,963,2.64,0.3737,2.87,27.47,,,,,,,,,,,,,8,2,21,0.0116,4.52,3.77
       (2018 HL1),2018 HL1,,Y,N,APO,0.3640,1.097,0.698,19.37,32.59,79.03,84.38,2461200.5,420,1.15,0.8574,1.50,23.90,,,,,,,,,,,,,7,18,59,0.0118,4.57,5.55
       (2018 HO1),2018 HO1,,Y,N,APO,0.1615,1.193,1.000,12.56,209.64,322.71,115.04,2461200.5,476,1.3,0.7566,1.39,25.31,,,,,,,,,,,,,7,23,107,0.0239,9.31,5.29
       (2018 HQ1),2018 HQ1,,Y,N,AMO,0.4615,1.97,1.061,5.48,53.19,200.00,325.01,2461200.5,1.01e+03,2.77,0.3565,2.88,24.40,,,,,,,,,,,,,6,32,57,0.055,21.4,3.73
       (2018 HR1),2018 HR1,,Y,N,APO,0.6069,1.911,0.751,2.68,155.30,140.35,338.85,2458232.5,965,2.64,0.373,3.07,24.26,,,,,,,,,,,,,8,20,40,0.0237,9.22,3.69
       (2018 HS1),2018 HS1,,Y,N,APO,0.4816,1.065,0.552,30.42,37.77,32.53,236.71,2461200.5,401,1.1,0.8968,1.58,22.41,,,,,,,,,,,,,6,27,44,0.243,94.5,5.57
       (2018 HT1),2018 HT1,,Y,N,AMO,0.2660,1.469,1.078,12.77,37.25,186.99,197.03,2461200.5,650,1.78,0.5535,1.86,24.40,,,,,,,,,,,,,7,32,59,0.0727,28.3,4.54
       (2018 HU1),2018 HU1,,Y,N,APO,0.6508,1.906,0.666,9.27,64.50,55.19,57.26,2461200.5,961,2.63,0.3746,3.15,22.10,,,,,,,,,,,,,7,26,60,0.0657,25.5,3.64
       (2018 HV1),2018 HV1,,Y,N,APO,0.5024,1.367,0.680,3.40,103.50,212.45,348.51,2461200.5,584,1.6,0.6169,2.05,23.10,,,,,,,,,,,,,0,2910,89,0.0495,19.3,4.69
       (2018 HW1),2018 HW1,,Y,N,APO,0.1363,1.098,0.948,6.87,32.04,120.86,70.75,2461200.5,420,1.15,0.8567,1.25,25.80,,,,,,,,,,,,,6,19,55,0.00172,0.669,5.64
       (2018 HX1),2018 HX1,,Y,N,APO,0.6399,1.02,0.367,33.97,211.50,232.06,53.37,2458232.5,377,1.03,0.9561,1.67,24.50,,,,,,,,,,,,,8,3,83,0.00652,2.54,5.66
       (2018 HY1),2018 HY1,,Y,N,AMO,0.4952,2.025,1.022,7.45,33.87,170.83,296.92,2461200.5,1.05e+03,2.88,0.342,3.03,25.38,,,,,,,,,,,,,7,6,59,0.0205,7.96,3.64
       (2018 HD2),2018 HD2,,Y,N,AMO,0.1291,1.309,1.140,26.85,36.24,174.75,2.91,2458233.5,547,1.5,0.6584,1.48,24.50,,,,,,,,,,,,,9,19,34,0.134,52.1,4.86
       (2018 HE2),2018 HE2,,Y,N,APO,0.3751,1.5,0.937,2.15,205.44,323.47,172.00,2461200.5,671,1.84,0.5364,2.06,27.90,,,,,,,,,,,,,7,3,34,0.00276,1.07,4.46
       (2018 HF2),2018 HF2,,Y,N,AMO,0.4406,1.843,1.031,1.36,65.40,171.88,359.40,2458251.5,914,2.5,0.3941,2.65,26.22,,,,,,,,,,,,,8,31,30,0.0191,7.43,3.89
       (2018 HG2),2018 HG2,,Y,N,APO,0.3295,1.195,0.801,14.29,206.36,268.73,142.68,2461200.5,477,1.31,0.7545,1.59,24.26,,,,,,,,,,,,,1,7497,59,0.0376,14.6,5.23
       (2018 HH2),2018 HH2,,Y,N,APO,0.2276,1.248,0.964,18.61,42.68,115.46,332.70,2461200.5,509,1.39,0.7066,1.53,23.12,,,,,,,,,,,,,6,42,119,0.0617,24,5.07
       (2018 HJ2),2018 HJ2,,Y,N,APO,0.6149,2.49,0.959,3.12,168.91,7.96,33.27,2461200.5,1.43e+03,3.93,0.2509,4.02,24.66,,,,,,,,,,,,,6,30,108,0.0134,5.22,3.18
       (2018 HK2),2018 HK2,,Y,N,APO,0.3053,1.462,1.016,13.75,30.19,219.31,195.32,2461200.5,646,1.77,0.5575,1.91,25.00,,,,,,,,,,,,,7,14,17,0.0562,21.9,4.54
       (2018 HL2),2018 HL2,,Y,Y,APO,0.4679,1.671,0.889,33.44,45.86,233.23,246.41,2461200.5,789,2.16,0.4563,2.45,21.30,,,,,,,,,,,,,2,690,92,0.00967,3.76,3.95
       (2018 HM2),2018 HM2,,Y,N,ATE,0.2334,0.8374,0.642,10.88,40.69,6.72,18.80,2461200.5,280,0.766,1.286,1.03,23.70,,,,,,,,,,,,,6,18,115,0.0232,9.02,6.98
       (2018 HV2),2018 HV2,,Y,N,APO,0.5220,1.906,0.911,43.34,54.80,240.86,4.76,2461200.5,961,2.63,0.3747,2.90,20.58,,,,,,,,,,,,,4,174,131,0.0827,32.2,3.48
       (2018 HR3),2018 HR3,,Y,N,AMO,0.5344,2.698,1.256,18.90,43.75,71.08,340.58,2461200.5,1.62e+03,4.43,0.2224,4.14,19.04,,,,,,,,,,,,,0,4650,100,0.412,160,3.08
       (2018 HS3),2018 HS3,,Y,N,AMO,0.4154,2.211,1.293,25.42,74.44,159.38,156.89,2461200.5,1.2e+03,3.29,0.2997,3.13,20.70,,,,,,,,,,,,,5,73,81,0.296,115,3.42
       (2018 HU3),2018 HU3,,Y,N,APO,0.1714,1.157,0.959,5.48,32.15,230.87,151.64,2461200.5,455,1.24,0.7918,1.36,28.12,,,,,,,,,,,,,6,4,20,0.00495,1.93,5.42
       (2018 JB),2018 JB,,Y,N,APO,0.5095,2.016,0.989,2.34,64.80,182.32,292.98,2461200.5,1.05e+03,2.86,0.3444,3.04,26.00,,,,,,,,,,,,,7,4,22,0.0118,4.6,3.65
       (2018 JC),2018 JC,,Y,N,APO,0.3786,1.613,1.002,13.36,48.99,212.26,325.91,2461200.5,748,2.05,0.4813,2.22,23.40,,,,,,,,,,,,,5,129,110,0.0305,11.9,4.23
       (2018 JD),2018 JD,,Y,N,APO,0.3574,1.566,1.007,10.86,47.42,187.87,41.54,2461200.5,716,1.96,0.5028,2.13,26.70,,,,,,,,,,,,,7,5,35,2.63e-06,0.00102,4.33
